event_date,device_category,country,source,medium,total_users,page_views,item_views,add_to_carts,checkouts,purchases,total_revenue
2021-01-31,desktop,Indonesia,<Other>,referral,2,5,0,0,0,0,0.0
2021-01-31,desktop,Guatemala,google,organic,1,2,1,0,0,0,0.0
2021-01-31,mobile,Canada,google,cpc,2,4,0,0,0,0,0.0
2021-01-31,tablet,Bahrain,google,organic,1,2,1,0,0,0,0.0
2021-01-31,desktop,Georgia,google,organic,1,4,0,0,0,0,0.0
2021-01-31,desktop,Italy,<Other>,referral,2,4,0,0,0,0,0.0
2021-01-31,mobile,France,shop.googlemerchandisestore.com,referral,1,5,1,0,0,0,0.0
2021-01-31,mobile,Taiwan,<Other>,organic,2,4,0,0,0,0,0.0
2021-01-31,mobile,Jordan,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,desktop,Taiwan,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,tablet,United States,(direct),(none),5,20,2,0,0,0,0.0
2021-01-31,desktop,Sweden,google,cpc,1,2,1,0,0,0,0.0
2021-01-31,desktop,Czechia,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,Belarus,google,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,Slovakia,(direct),(none),1,2,2,0,0,0,0.0
2021-01-31,mobile,Latvia,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,desktop,Austria,google,organic,1,8,0,0,0,0,0.0
2021-01-31,mobile,Poland,<Other>,<Other>,2,4,1,0,0,0,0.0
2021-01-31,mobile,United Kingdom,google,organic,7,21,1,0,0,0,0.0
2021-01-31,mobile,Sweden,<Other>,referral,2,7,2,0,0,0,0.0
2021-01-31,desktop,Pakistan,<Other>,<Other>,2,5,0,0,0,0,0.0
2021-01-31,mobile,Italy,google,cpc,1,3,0,0,0,0,0.0
2021-01-31,mobile,Egypt,google,organic,1,5,0,0,0,0,0.0
2021-01-31,tablet,Poland,<Other>,referral,2,4,0,0,0,0,0.0
2021-01-31,desktop,Indonesia,(direct),(none),2,4,0,0,0,0,0.0
2021-01-31,mobile,Italy,<Other>,<Other>,1,8,2,0,0,0,0.0
2021-01-31,desktop,South Korea,google,organic,8,25,10,2,0,0,0.0
2021-01-31,desktop,United Arab Emirates,google,cpc,2,8,0,0,0,0,0.0
2021-01-31,mobile,Palestine,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Germany,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,tablet,Greece,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,Taiwan,shop.googlemerchandisestore.com,referral,3,10,0,0,0,0,0.0
2021-01-31,mobile,Hong Kong,<Other>,referral,1,11,0,0,0,0,0.0
2021-01-31,mobile,Japan,(data deleted),(data deleted),2,23,3,3,15,0,0.0
2021-01-31,desktop,Finland,(data deleted),(data deleted),1,6,0,0,0,0,0.0
2021-01-31,desktop,Argentina,google,organic,6,14,0,0,0,0,0.0
2021-01-31,mobile,Germany,(direct),(none),6,15,0,0,0,0,0.0
2021-01-31,desktop,South Korea,google,cpc,2,4,0,0,0,0,0.0
2021-01-31,desktop,Portugal,shop.googlemerchandisestore.com,referral,3,4,1,0,0,0,0.0
2021-01-31,mobile,Denmark,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,desktop,Switzerland,<Other>,referral,2,20,2,2,6,0,0.0
2021-01-31,desktop,China,(direct),(none),2,4,0,0,0,0,0.0
2021-01-31,tablet,United States,shop.googlemerchandisestore.com,referral,1,4,0,0,0,0,0.0
2021-01-31,desktop,Norway,<Other>,<Other>,1,31,0,0,0,0,0.0
2021-01-31,mobile,Spain,(direct),(none),2,5,0,0,0,0,0.0
2021-01-31,desktop,Brazil,google,cpc,2,4,1,0,0,0,0.0
2021-01-31,desktop,France,(data deleted),(data deleted),2,2,0,0,0,0,0.0
2021-01-31,desktop,Hungary,<Other>,organic,2,6,1,0,0,0,0.0
2021-01-31,mobile,Azerbaijan,(direct),(none),1,7,1,1,0,0,0.0
2021-01-31,mobile,Japan,<Other>,referral,2,4,0,0,0,0,0.0
2021-01-31,desktop,Greece,(direct),(none),2,4,0,0,0,0,0.0
2021-01-31,mobile,France,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,desktop,Iraq,google,organic,2,13,2,0,2,1,0.0
2021-01-31,desktop,Hungary,<Other>,referral,1,11,2,0,4,0,0.0
2021-01-31,mobile,Ireland,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,desktop,Portugal,<Other>,<Other>,3,12,0,0,0,0,0.0
2021-01-31,mobile,Vietnam,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,tablet,Netherlands,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,mobile,Spain,(data deleted),(data deleted),1,2,0,0,0,0,0.0
2021-01-31,mobile,Puerto Rico,google,organic,1,4,0,0,0,0,0.0
2021-01-31,mobile,Philippines,google,organic,1,2,1,0,0,0,0.0
2021-01-31,desktop,India,<Other>,referral,12,37,3,0,0,0,0.0
2021-01-31,desktop,South Korea,<Other>,<Other>,4,8,0,0,0,0,0.0
2021-01-31,desktop,Indonesia,shop.googlemerchandisestore.com,referral,3,7,0,0,0,0,0.0
2021-01-31,desktop,Iceland,google,organic,1,1,0,0,0,0,0.0
2021-01-31,mobile,Finland,google,cpc,1,2,1,0,0,0,0.0
2021-01-31,desktop,Netherlands,(direct),(none),2,5,0,0,0,0,0.0
2021-01-31,desktop,Palestine,google,organic,1,2,1,0,0,0,0.0
2021-01-31,mobile,Netherlands,<Other>,referral,2,6,2,0,0,0,0.0
2021-01-31,desktop,Spain,<Other>,(data deleted),1,0,0,0,0,0,0.0
2021-01-31,mobile,Poland,(direct),(none),1,8,1,0,0,0,0.0
2021-01-31,mobile,Malaysia,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,desktop,Tunisia,(direct),(none),2,8,2,0,0,0,0.0
2021-01-31,desktop,Nigeria,<Other>,<Other>,2,5,0,0,0,0,0.0
2021-01-31,desktop,Greece,google,organic,1,2,0,0,0,0,0.0
2021-01-31,tablet,Argentina,google,organic,1,3,0,0,0,0,0.0
2021-01-31,desktop,Mexico,<Other>,referral,1,7,3,0,0,0,0.0
2021-01-31,mobile,France,<Other>,referral,3,5,0,0,0,0,0.0
2021-01-31,mobile,Netherlands,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,Peru,google,organic,3,5,0,0,0,0,0.0
2021-01-31,desktop,Malta,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,desktop,Israel,(direct),(none),4,13,0,0,0,0,0.0
2021-01-31,desktop,Poland,<Other>,referral,2,7,1,0,0,0,0.0
2021-01-31,mobile,Qatar,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,mobile,Colombia,google,organic,3,4,0,0,0,0,0.0
2021-01-31,desktop,Serbia,google,organic,2,6,0,0,0,0,0.0
2021-01-31,mobile,Thailand,google,cpc,1,6,0,0,0,0,0.0
2021-01-31,mobile,Russia,google,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,Peru,google,cpc,1,4,0,0,0,0,0.0
2021-01-31,desktop,Australia,<Other>,referral,2,5,1,0,0,0,0.0
2021-01-31,desktop,Taiwan,google,cpc,2,6,0,0,0,0,0.0
2021-01-31,mobile,Hong Kong,google,organic,2,3,0,0,0,0,0.0
2021-01-31,mobile,Romania,<Other>,referral,1,4,1,0,0,0,0.0
2021-01-31,desktop,Jordan,google,organic,1,2,0,0,0,0,0.0
2021-01-31,tablet,United States,<Other>,<Other>,2,28,5,1,8,1,0.0
2021-01-31,mobile,United Arab Emirates,google,organic,2,7,3,0,0,0,0.0
2021-01-31,mobile,China,<Other>,referral,1,0,0,0,0,0,0.0
2021-01-31,mobile,Malaysia,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Spain,google,organic,6,15,0,0,0,0,0.0
2021-01-31,desktop,Italy,(data deleted),(data deleted),2,6,0,0,0,0,0.0
2021-01-31,desktop,Italy,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,Egypt,(direct),(none),1,0,0,0,0,0,0.0
2021-01-31,mobile,Croatia,google,organic,1,24,11,0,4,0,0.0
2021-01-31,mobile,Norway,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,mobile,Canada,shop.googlemerchandisestore.com,referral,5,10,1,0,0,0,0.0
2021-01-31,mobile,Pakistan,google,organic,1,3,0,0,0,0,0.0
2021-01-31,desktop,Italy,shop.googlemerchandisestore.com,referral,2,11,1,0,0,0,0.0
2021-01-31,mobile,Brazil,google,organic,5,26,3,7,0,0,0.0
2021-01-31,desktop,Bangladesh,(direct),(none),2,4,0,0,0,0,0.0
2021-01-31,mobile,Norway,google,organic,2,5,0,0,0,0,0.0
2021-01-31,desktop,Thailand,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,tablet,India,google,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,Poland,google,organic,3,6,0,0,0,0,0.0
2021-01-31,mobile,Romania,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Ukraine,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,desktop,Greece,google,cpc,1,3,0,0,0,0,0.0
2021-01-31,tablet,India,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,mobile,Switzerland,<Other>,referral,1,3,0,0,0,0,0.0
2021-01-31,desktop,Iraq,(direct),(none),2,52,32,6,2,1,0.0
2021-01-31,desktop,Costa Rica,google,organic,1,4,0,0,0,0,0.0
2021-01-31,tablet,India,<Other>,referral,1,5,4,0,0,0,0.0
2021-01-31,tablet,Taiwan,google,organic,1,3,0,0,0,0,0.0
2021-01-31,mobile,China,<Other>,(data deleted),1,2,0,0,0,0,0.0
2021-01-31,mobile,New Zealand,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,desktop,Morocco,google,cpc,1,1,0,0,0,0,0.0
2021-01-31,mobile,Ukraine,<Other>,<Other>,2,5,1,0,0,0,0.0
2021-01-31,desktop,Poland,google,organic,3,7,0,0,0,0,0.0
2021-01-31,desktop,Myanmar (Burma),<Other>,referral,1,13,1,0,0,0,0.0
2021-01-31,desktop,Myanmar (Burma),google,cpc,1,0,0,0,0,0,0.0
2021-01-31,desktop,Israel,google,organic,2,3,1,0,0,0,0.0
2021-01-31,desktop,United Arab Emirates,<Other>,referral,1,3,0,0,0,0,0.0
2021-01-31,desktop,Indonesia,google,organic,7,14,1,0,0,0,0.0
2021-01-31,desktop,Mexico,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,desktop,Netherlands,<Other>,referral,3,6,0,0,0,0,0.0
2021-01-31,mobile,Singapore,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2021-01-31,desktop,Sweden,shop.googlemerchandisestore.com,referral,1,3,2,0,0,0,0.0
2021-01-31,mobile,Australia,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,desktop,Egypt,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,desktop,South Korea,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,tablet,China,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,Japan,google,cpc,1,3,0,0,0,0,0.0
2021-01-31,tablet,Australia,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,desktop,Bulgaria,(direct),(none),1,3,0,0,0,0,0.0
2021-01-31,tablet,Spain,<Other>,<Other>,1,12,0,0,0,0,0.0
2021-01-31,desktop,El Salvador,google,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,Finland,(direct),(none),2,5,0,0,0,0,0.0
2021-01-31,mobile,Ecuador,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,Hong Kong,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,desktop,Portugal,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,desktop,Italy,google,cpc,2,6,0,0,0,0,0.0
2021-01-31,desktop,Philippines,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,desktop,Indonesia,(data deleted),(data deleted),2,2,0,0,0,0,0.0
2021-01-31,tablet,India,shop.googlemerchandisestore.com,referral,3,7,2,0,0,0,0.0
2021-01-31,mobile,(not set),(direct),(none),1,1,0,0,0,0,0.0
2021-01-31,mobile,Portugal,<Other>,referral,1,5,0,0,0,0,0.0
2021-01-31,desktop,Peru,<Other>,<Other>,1,5,0,0,0,0,0.0
2021-01-31,mobile,Belgium,<Other>,referral,2,2,0,0,0,0,0.0
2021-01-31,desktop,Norway,(data deleted),(data deleted),1,8,0,0,0,0,0.0
2021-01-31,desktop,Japan,shop.googlemerchandisestore.com,referral,2,3,0,0,0,0,0.0
2021-01-31,desktop,Denmark,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Denmark,(data deleted),(data deleted),1,2,0,0,0,0,0.0
2021-01-31,mobile,Germany,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Israel,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,desktop,France,<Other>,referral,2,9,2,0,0,0,0.0
2021-01-31,desktop,Malaysia,<Other>,<Other>,2,4,0,0,0,0,0.0
2021-01-31,mobile,Sweden,<Other>,<Other>,1,5,1,0,0,0,0.0
2021-01-31,desktop,Germany,<Other>,<Other>,4,10,1,0,0,0,0.0
2021-01-31,desktop,Hungary,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2021-01-31,desktop,Portugal,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2021-01-31,mobile,Netherlands,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,Thailand,google,organic,1,3,2,0,0,0,0.0
2021-01-31,desktop,Jamaica,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,tablet,Japan,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,tablet,Canada,<Other>,<Other>,1,4,2,0,0,0,0.0
2021-01-31,desktop,Turkey,google,cpc,1,3,0,0,0,0,0.0
2021-01-31,desktop,Ecuador,google,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,United Arab Emirates,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,tablet,Italy,<Other>,<Other>,1,2,1,0,0,0,0.0
2021-01-31,desktop,(not set),(data deleted),(data deleted),1,2,0,0,0,0,0.0
2021-01-31,mobile,Peru,<Other>,<Other>,2,4,0,0,0,0,0.0
2021-01-31,mobile,Taiwan,(data deleted),(data deleted),1,1,0,0,0,0,0.0
2021-01-31,mobile,Czechia,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Canada,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,China,(data deleted),(data deleted),2,6,0,0,0,0,0.0
2021-01-31,desktop,Hong Kong,(direct),(none),2,3,0,0,0,0,0.0
2021-01-31,desktop,Ireland,(direct),(none),3,28,5,5,4,0,0.0
2021-01-31,desktop,Sri Lanka,(direct),(none),1,4,0,0,0,0,0.0
2021-01-31,mobile,Peru,<Other>,organic,1,3,0,0,0,0,0.0
2021-01-31,mobile,Poland,google,cpc,1,6,2,0,0,0,0.0
2021-01-31,tablet,India,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,mobile,Hong Kong,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,desktop,Sweden,<Other>,<Other>,3,31,11,0,4,0,0.0
2021-01-31,mobile,Mexico,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,desktop,Colombia,google,organic,1,7,2,0,0,0,0.0
2021-01-31,mobile,Algeria,google,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,South Korea,(direct),(none),1,13,6,0,0,0,0.0
2021-01-31,desktop,Hong Kong,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,tablet,Taiwan,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,desktop,Nigeria,google,organic,2,5,1,0,0,0,0.0
2021-01-31,desktop,Japan,<Other>,referral,2,6,0,0,0,0,0.0
2021-01-31,mobile,Hungary,(direct),(none),1,1,0,0,0,0,0.0
2021-01-31,tablet,Canada,google,organic,3,6,0,0,0,0,0.0
2021-01-31,desktop,Czechia,<Other>,referral,1,0,0,0,0,0,0.0
2021-01-31,mobile,Turkey,<Other>,<Other>,2,5,0,0,0,0,0.0
2021-01-31,mobile,Singapore,<Other>,organic,2,4,0,0,0,0,0.0
2021-01-31,desktop,Taiwan,<Other>,referral,1,2,1,0,0,0,0.0
2021-01-31,mobile,Thailand,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2021-01-31,mobile,Norway,google,cpc,1,3,0,0,0,0,0.0
2021-01-31,desktop,Qatar,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,South Korea,(data deleted),(data deleted),1,1,1,0,0,0,0.0
2021-01-31,desktop,Belgium,(data deleted),(data deleted),1,2,0,0,0,0,0.0
2021-01-31,mobile,Philippines,google,cpc,1,17,13,0,0,0,0.0
2021-01-31,tablet,Vietnam,google,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,Thailand,(direct),(none),1,3,0,0,0,0,0.0
2021-01-31,mobile,Egypt,<Other>,<Other>,1,4,2,0,0,0,0.0
2021-01-31,desktop,Denmark,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,desktop,Colombia,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,mobile,Spain,<Other>,<Other>,3,9,1,0,0,0,0.0
2021-01-31,mobile,Spain,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,tablet,Germany,google,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,Sweden,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,South Africa,(data deleted),(data deleted),1,4,0,0,0,0,0.0
2021-01-31,desktop,Puerto Rico,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Nepal,(data deleted),(data deleted),1,2,0,0,0,0,0.0
2021-01-31,desktop,Czechia,google,organic,2,4,0,0,0,0,0.0
2021-01-31,desktop,Saudi Arabia,(data deleted),(data deleted),1,3,4,5,0,0,0.0
2021-01-31,tablet,Peru,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,Sri Lanka,<Other>,organic,1,19,10,0,0,0,0.0
2021-01-31,desktop,Philippines,(data deleted),(data deleted),1,3,0,0,0,0,0.0
2021-01-31,desktop,China,google,cpc,1,4,0,0,0,0,0.0
2021-01-31,desktop,South Korea,<Other>,referral,2,4,0,0,0,0,0.0
2021-01-31,desktop,South Korea,shop.googlemerchandisestore.com,referral,1,6,1,1,0,0,0.0
2021-01-31,mobile,Netherlands,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Hungary,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,mobile,Mexico,google,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,Belgium,google,cpc,2,8,0,0,0,0,0.0
2021-01-31,mobile,Brazil,shop.googlemerchandisestore.com,referral,1,0,0,0,0,0,0.0
2021-01-31,mobile,Norway,(data deleted),(data deleted),1,1,0,0,0,0,0.0
2021-01-31,desktop,South Africa,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Lebanon,google,organic,1,1,0,0,0,0,0.0
2021-01-30,mobile,Canada,<Other>,<Other>,10,79,40,25,5,2,70.0
2021-01-30,mobile,United States,<Other>,referral,49,184,50,10,3,1,28.0
2021-01-30,mobile,Ecuador,(direct),(none),1,44,30,7,9,1,28.0
2021-01-30,desktop,South Korea,(direct),(none),9,68,69,1,3,1,17.0
2021-01-30,desktop,United States,<Other>,referral,73,207,34,3,9,1,16.0
2021-01-30,desktop,United States,(direct),(none),166,607,117,42,15,3,0.0
2021-01-30,desktop,United States,google,organic,229,1407,306,7,0,0,0.0
2021-01-30,desktop,United States,<Other>,<Other>,103,277,38,1,0,0,0.0
2021-01-30,mobile,Canada,(direct),(none),19,50,8,2,0,0,0.0
2021-01-30,desktop,Austria,google,cpc,1,1,0,0,0,0,0.0
2021-01-30,desktop,China,shop.googlemerchandisestore.com,referral,3,6,0,0,0,0,0.0
2021-01-30,mobile,United States,<Other>,<Other>,62,189,42,2,0,0,0.0
2021-01-30,mobile,Hong Kong,google,organic,2,10,1,0,0,0,0.0
2021-01-30,desktop,India,(direct),(none),37,90,10,0,0,0,0.0
2021-01-30,desktop,France,shop.googlemerchandisestore.com,referral,4,8,1,0,0,0,0.0
2021-01-30,desktop,Ukraine,shop.googlemerchandisestore.com,referral,1,0,0,0,0,0,0.0
2021-01-30,desktop,United Arab Emirates,(direct),(none),4,23,4,3,0,0,0.0
2021-01-30,desktop,Canada,(direct),(none),40,226,35,0,2,1,0.0
2021-01-30,desktop,Malaysia,shop.googlemerchandisestore.com,referral,1,3,0,0,0,0,0.0
2021-01-30,desktop,India,<Other>,referral,18,60,5,0,0,0,0.0
2021-01-30,mobile,Italy,google,cpc,2,4,1,0,0,0,0.0
2021-01-30,desktop,United States,(data deleted),(data deleted),44,178,37,10,9,0,0.0
2021-01-30,desktop,United States,<Other>,organic,26,80,9,2,0,0,0.0
2021-01-30,tablet,United Kingdom,google,organic,1,2,0,0,0,0,0.0
2021-01-30,desktop,India,google,organic,42,173,33,1,5,1,0.0
2021-01-30,desktop,United States,google,cpc,38,114,14,4,0,0,0.0
2021-01-30,tablet,Canada,google,organic,1,2,0,0,0,0,0.0
2021-01-30,mobile,Canada,<Other>,referral,10,35,2,0,0,0,0.0
2021-01-30,desktop,Portugal,google,organic,5,11,0,0,0,0,0.0
2021-01-30,mobile,Brazil,google,organic,3,7,0,0,0,0,0.0
2021-01-30,desktop,Indonesia,shop.googlemerchandisestore.com,referral,2,5,1,0,0,0,0.0
2021-01-30,mobile,United States,google,organic,164,669,233,37,10,1,0.0
2021-01-30,mobile,Canada,(data deleted),(data deleted),5,9,0,0,0,0,0.0
2021-01-30,desktop,United States,shop.googlemerchandisestore.com,referral,59,238,89,5,0,0,0.0
2021-01-30,mobile,Spain,google,cpc,1,2,0,0,0,0,0.0
2021-01-30,mobile,India,google,organic,29,79,7,0,0,0,0.0
2021-01-30,tablet,United States,<Other>,organic,3,13,1,0,0,0,0.0
2021-01-30,mobile,China,<Other>,<Other>,3,8,2,0,0,0,0.0
2021-01-30,mobile,United States,(data deleted),(data deleted),24,116,51,18,6,1,0.0
2021-01-30,mobile,Norway,google,organic,3,5,0,0,0,0,0.0
2021-01-30,mobile,India,(data deleted),(data deleted),10,42,15,12,4,0,0.0
2021-01-30,mobile,India,<Other>,referral,15,32,0,0,0,0,0.0
2021-01-30,mobile,Cyprus,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-30,mobile,United Kingdom,google,organic,12,38,2,0,0,0,0.0
2021-01-30,desktop,India,<Other>,<Other>,22,76,6,2,4,0,0.0
2021-01-30,desktop,Indonesia,<Other>,<Other>,5,10,0,0,0,0,0.0
2021-01-30,desktop,United Arab Emirates,google,organic,2,7,1,0,0,0,0.0
2021-01-30,mobile,United Kingdom,shop.googlemerchandisestore.com,referral,2,2,0,0,0,0,0.0
2021-01-30,desktop,Indonesia,<Other>,referral,3,6,0,0,0,0,0.0
2021-01-30,desktop,Italy,google,organic,7,45,13,4,0,0,0.0
2021-01-30,mobile,Indonesia,google,organic,4,28,4,0,0,0,0.0
2021-01-30,desktop,India,<Other>,organic,5,10,1,0,0,0,0.0
2021-01-30,desktop,Taiwan,google,organic,10,56,11,0,2,1,0.0
2021-01-30,desktop,Portugal,<Other>,referral,1,3,3,0,0,0,0.0
2021-01-30,desktop,Canada,(data deleted),(data deleted),6,21,10,0,0,0,0.0
2021-01-30,desktop,Vietnam,<Other>,referral,2,3,0,0,0,0,0.0
2021-01-30,desktop,China,google,organic,5,14,2,0,0,0,0.0
2021-01-30,desktop,Canada,google,cpc,4,48,22,0,0,0,0.0
2021-01-30,desktop,Colombia,(direct),(none),3,8,3,0,0,0,0.0
2021-01-30,mobile,United Kingdom,(direct),(none),7,16,2,0,0,0,0.0
2021-01-30,desktop,Argentina,google,organic,3,7,0,0,0,0,0.0
2021-01-30,desktop,United Kingdom,(data deleted),(data deleted),5,11,0,0,0,0,0.0
2021-01-30,mobile,United States,<Other>,organic,19,47,4,0,0,0,0.0
2021-01-30,desktop,Russia,(data deleted),(data deleted),1,2,0,0,0,0,0.0
2021-01-30,mobile,Philippines,google,organic,2,6,5,0,0,0,0.0
2021-01-30,mobile,India,(direct),(none),17,43,7,3,0,0,0.0
2021-01-30,desktop,Japan,shop.googlemerchandisestore.com,referral,2,4,0,0,0,0,0.0
2021-01-30,tablet,India,google,organic,4,11,0,0,0,0,0.0
2021-01-30,desktop,Vietnam,google,organic,1,2,1,0,0,0,0.0
2021-01-30,mobile,United States,(direct),(none),128,420,54,9,6,1,0.0
2021-01-30,mobile,United States,shop.googlemerchandisestore.com,referral,38,120,22,4,2,1,0.0
2021-01-30,desktop,Poland,google,organic,3,7,0,0,0,0,0.0
2021-01-30,desktop,Norway,<Other>,<Other>,1,12,0,0,0,0,0.0
2021-01-30,desktop,Brazil,google,cpc,1,2,0,0,0,0,0.0
2021-01-30,mobile,Spain,google,organic,9,16,0,0,0,0,0.0
2021-01-30,desktop,Denmark,(direct),(none),1,2,0,0,0,0,0.0
2021-01-30,desktop,Bangladesh,google,organic,1,2,0,0,0,0,0.0
2021-01-30,desktop,Russia,google,organic,5,15,2,0,0,0,0.0
2021-01-30,mobile,Hong Kong,(direct),(none),4,9,0,0,0,0,0.0
2021-01-30,mobile,Norway,<Other>,referral,1,1,3,4,0,0,0.0
2021-01-30,desktop,South Korea,<Other>,<Other>,2,20,9,0,0,0,0.0
2021-01-30,mobile,Russia,google,organic,2,6,1,0,0,0,0.0
2021-01-30,mobile,Australia,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-30,mobile,Belgium,<Other>,organic,2,2,0,0,0,0,0.0
2021-01-30,mobile,China,shop.googlemerchandisestore.com,referral,4,16,7,0,0,0,0.0
2021-01-30,desktop,Turkey,google,organic,7,18,1,0,0,0,0.0
2021-01-30,mobile,Mexico,google,cpc,2,5,1,0,0,0,0.0
2021-01-30,desktop,Singapore,<Other>,referral,2,2,0,0,0,0,0.0
2021-01-30,desktop,Japan,google,organic,3,7,0,0,0,0,0.0
2021-01-30,desktop,Philippines,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-30,tablet,Canada,(data deleted),(data deleted),1,9,1,0,0,0,0.0
2021-01-30,mobile,Italy,<Other>,<Other>,4,8,0,0,0,0,0.0
2021-01-30,mobile,Hong Kong,google,cpc,2,4,0,0,0,0,0.0
2021-01-30,desktop,Saudi Arabia,(direct),(none),2,5,1,0,0,0,0.0
2021-01-30,mobile,South Korea,google,organic,5,20,1,0,0,0,0.0
2021-01-30,desktop,United Kingdom,<Other>,<Other>,10,77,2,1,0,0,0.0
2021-01-30,desktop,Israel,(direct),(none),1,1,0,0,0,0,0.0
2021-01-30,mobile,United Kingdom,<Other>,referral,4,7,0,0,0,0,0.0
2021-01-30,desktop,Ireland,(direct),(none),1,1,0,0,0,0,0.0
2021-01-30,desktop,Philippines,(direct),(none),1,8,2,2,0,0,0.0
2021-01-30,mobile,United Kingdom,(data deleted),(data deleted),3,15,3,4,2,0,0.0
2021-01-30,desktop,Japan,<Other>,referral,3,12,2,0,0,0,0.0
2021-01-30,desktop,Canada,<Other>,<Other>,15,36,5,1,0,0,0.0
2021-01-30,mobile,Malaysia,google,organic,2,4,0,0,0,0,0.0
2021-01-30,desktop,Germany,google,organic,4,26,11,0,0,0,0.0
2021-01-30,desktop,United Kingdom,<Other>,organic,3,5,0,0,0,0,0.0
2021-01-30,mobile,Taiwan,shop.googlemerchandisestore.com,referral,4,140,38,1,26,1,0.0
